i,target_i,voltage,wind_velocity,rpm,tsr,efficiency
0.036,0.037,12.040,15.2808,1850.20,1.1792,1.06628101252296
0.037,0.037,12.090,15.2808,1849.66,1.1788,1.10045100897909
0.036,0.037,12.010,15.2000,1849.51,1.1850,1.08067649880922
0.038,0.037,11.930,15.2284,1849.06,1.1825,1.12678790264555
0.038,0.038,11.960,15.1232,1849.44,1.1910,1.15335938047095
0.038,0.038,11.820,15.1504,1849.36,1.1888,1.13373025971143
0.038,0.038,11.800,15.0944,1849.21,1.1931,1.14445574337981
0.038,0.038,11.940,15.0384,1848.45,1.1971,1.17101912874072
0.038,0.039,11.930,15.0656,1846.40,1.1936,1.16371251673767
0.038,0.039,11.950,15.0096,1844.96,1.1971,1.1787592364877
0.039,0.039,11.730,15.0096,1845.42,1.1974,1.18750713040305
0.039,0.039,11.830,15.0632,1844.73,1.1927,1.184891508458
0.039,0.039,11.800,15.0632,1842.54,1.1913,1.18188671173326
0.039,0.039,11.860,15.0076,1842.24,1.1955,1.20114799641425
0.039,0.039,11.860,15.0364,1840.96,1.1924,1.19425934353749
0.039,0.039,11.760,15.0956,1840.58,1.1875,1.17031225584849
0.039,0.039,11.940,15.0956,1838.10,1.1859,1.18822519854005
0.039,0.039,11.830,15.0092,1836.83,1.1919,1.19772656014264
0.039,0.040,11.880,15.0364,1833.54,1.1876,1.19627327160417
0.039,0.040,11.750,15.0364,1832.42,1.1868,1.18318273917079
0.041,0.040,11.770,15.0020,1832.64,1.1897,1.25456682440578
0.039,0.040,11.850,15.0956,1832.42,1.1822,1.17926872719427
0.041,0.041,11.740,15.0956,1833.16,1.1827,1.22823587395367
0.041,0.041,11.770,15.0668,1830.55,1.1832,1.23844924334204
0.041,0.041,11.770,15.0380,1829.96,1.1851,1.24557832102329
0.041,0.041,11.650,14.9820,1829.36,1.1892,1.24675571203192
0.041,0.041,11.550,15.0092,1829.21,1.1869,1.22934610519874
0.041,0.041,11.700,14.9804,1828.92,1.1890,1.25250783611106
0.041,0.041,11.850,14.8656,1827.50,1.1973,1.29818277272207
0.041,0.041,11.650,14.8368,1828.62,1.2003,1.28371914299548
0.041,0.041,11.600,14.8652,1828.17,1.1977,1.2708975387709
0.041,0.041,11.570,14.8348,1828.17,1.2002,1.27541961424831
0.041,0.041,11.700,14.8636,1827.88,1.1977,1.2822675539876
0.042,0.042,11.810,14.8076,1828.84,1.2028,1.34099181802526
0.041,0.042,11.650,14.8076,1828.99,1.2029,1.2913284582875
0.041,0.042,11.580,14.7788,1828.84,1.2052,1.29108805506432
0.044,0.043,11.500,14.7252,1828.69,1.2095,1.3910664396599
0.044,0.043,11.600,14.7524,1827.28,1.2063,1.39541565242562
0.041,0.043,11.670,14.7236,1825.43,1.2074,1.31581139923851
0.041,0.043,11.770,14.6948,1824.76,1.2094,1.33490464280189
0.041,0.043,11.580,14.6012,1825.80,1.2178,1.3387754184836
0.041,0.043,11.650,14.6572,1823.50,1.2116,1.33148936847918
0.041,0.043,11.480,14.6876,1823.73,1.2093,1.30392976160304
0.041,0.043,11.560,14.6604,1824.61,1.2121,1.32033821614817
0.041,0.043,11.700,14.7448,1824.02,1.2048,1.31351193376773
0.041,0.043,11.610,14.8656,1824.47,1.1953,1.27189046340111
0.041,0.043,11.740,14.8368,1825.28,1.1981,1.29363628658943
0.044,0.044,11.470,14.8368,1825.43,1.1982,1.3563642355008
0.044,0.044,11.590,14.8656,1825.28,1.1958,1.36260427452371
0.044,0.044,11.670,14.8656,1826.24,1.1964,1.37200965346779
0.044,0.044,11.540,14.9216,1827.21,1.1926,1.34150799945713
0.044,0.045,11.520,14.8656,1827.43,1.1972,1.35437456794764
0.046,0.045,11.640,14.8944,1827.21,1.1947,1.42240324977068
0.044,0.045,11.550,14.9808,1826.17,1.1872,1.32681571075839
0.046,0.045,11.780,15.0368,1825.28,1.1822,1.39900032328418
0.044,0.045,11.550,14.9524,1825.21,1.1888,1.33439038419853
0.046,0.045,11.500,15.0388,1823.28,1.1807,1.36520252743346
0.044,0.045,11.440,14.9796,1822.54,1.1849,1.31449522853889
0.046,0.046,11.390,15.0356,1821.66,1.1799,1.35300757547796
0.046,0.046,11.540,15.0356,1819.89,1.1788,1.37082593687583
0.046,0.046,11.460,15.0356,1818.64,1.1780,1.36132281079697
0.046,0.046,11.510,15.0084,1818.79,1.1802,1.3747094888688
0.046,0.046,11.650,15.0084,1818.94,1.1803,1.39143054259961
0.046,0.046,11.360,14.9780,1819.16,1.1828,1.36507227797535
0.046,0.046,11.560,14.9780,1819.30,1.1829,1.38910524061576
0.046,0.046,11.480,15.0428,1819.52,1.1780,1.36174139064915
0.046,0.046,11.430,14.9868,1818.20,1.1815,1.37106577464894
0.046,0.046,11.620,15.0428,1815.71,1.1755,1.37834799297414
0.046,0.046,11.570,14.9836,1814.61,1.1794,1.38874862322618
0.046,0.047,11.320,14.8992,1813.15,1.1852,1.38196285931319
0.046,0.047,11.420,14.8128,1811.98,1.1913,1.4187093175541
0.048,0.047,11.240,14.8416,1808.48,1.1867,1.44859287074637
0.048,0.048,11.270,14.7856,1809.06,1.1916,1.46902523931899
0.048,0.048,11.300,14.6920,1807.25,1.1980,1.50126681435547
0.048,0.048,11.450,14.7208,1806.09,1.1949,1.51228432209089
0.048,0.048,11.190,14.7208,1807.76,1.1960,1.47794424141459
0.048,0.048,11.330,14.7768,1808.99,1.1923,1.47948621862962
0.048,0.048,11.340,14.7768,1808.70,1.1921,1.48079203170872
0.048,0.048,11.440,14.7496,1807.68,1.1936,1.5021299196481
0.048,0.048,11.500,14.7496,1808.85,1.1944,1.51000822342248
0.048,0.048,11.400,14.7496,1809.43,1.1947,1.49687771713185
0.048,0.048,11.370,14.6632,1809.14,1.2016,1.51948490551592
0.048,0.048,11.400,14.7496,1809.21,1.1946,1.49687771713185
0.048,0.049,11.390,14.6936,1810.52,1.2000,1.51272953139402
0.050,0.049,11.400,14.6936,1810.08,1.1997,1.57714338764741
0.048,0.049,11.520,14.6632,1807.83,1.2007,1.53953088052272
0.050,0.050,11.350,14.6344,1809.65,1.2043,1.58935921585006
0.050,0.050,11.270,14.5480,1809.14,1.2111,1.60644183669872
0.050,0.050,11.480,14.6072,1810.30,1.2070,1.6165603716593
0.050,0.050,11.400,14.6072,1810.23,1.2069,1.60529514258851
0.050,0.050,11.400,14.6632,1810.23,1.2023,1.58697302137217
0.050,0.050,11.440,14.6632,1810.45,1.2025,1.59254134776295
0.050,0.050,11.330,14.6360,1808.34,1.2033,1.5860383144429
0.050,0.050,11.410,14.6952,1808.85,1.1988,1.57801129719726
0.050,0.050,11.490,14.7796,1807.68,1.1912,1.56200692442444
0.050,0.050,11.240,14.8388,1804.28,1.1842,1.50980526044605
0.050,0.050,11.490,14.8388,1803.77,1.1838,1.54338633830295
0.050,0.051,11.240,14.8948,1804.42,1.1798,1.49283995437645
0.052,0.051,11.150,14.9884,1803.91,1.1721,1.51144848488465
0.050,0.051,11.220,14.9884,1803.55,1.1719,1.46243980686493
0.052,0.051,11.140,14.9884,1802.18,1.1710,1.51009292570538
0.052,0.052,11.090,14.9020,1799.95,1.1763,1.52961514627558
0.052,0.052,11.360,14.8428,1798.65,1.1802,1.58567847574766
0.052,0.052,11.090,14.8140,1798.79,1.1826,1.55703663687574
0.051,0.052,11.270,14.7580,1797.29,1.1860,1.56961281877262
0.051,0.052,11.240,14.8424,1798.65,1.1802,1.53888106294065
0.052,0.052,11.030,14.9288,1797.65,1.1727,1.51316092996929
0.052,0.052,11.170,14.9016,1798.29,1.1753,1.5407734094467
0.052,0.052,11.210,14.9860,1799.51,1.1694,1.52031203758036
0.051,0.052,11.110,15.0420,1797.00,1.1635,1.46133048668481
0.051,0.052,11.220,15.0724,1796.93,1.1611,1.46688734636915
0.052,0.053,11.440,15.1012,1798.36,1.1598,1.5162679411392
0.054,0.053,11.000,15.1604,1798.58,1.1554,1.49635771597227
0.052,0.053,11.300,15.1876,1800.31,1.1544,1.47229656353655
0.054,0.053,11.010,15.2436,1799.95,1.1500,1.47332788673022
0.054,0.054,11.220,15.1876,1797.86,1.1529,1.51809911830416
0.054,0.054,11.070,15.1876,1795.85,1.1516,1.49780367554608
0.054,0.054,11.150,15.1876,1795.06,1.1511,1.50862791168372
0.054,0.054,11.100,15.2432,1794.71,1.1466,1.48548837583432
0.054,0.054,11.060,15.2432,1793.49,1.1459,1.48013526457005
0.054,0.054,11.070,15.2432,1791.35,1.1445,1.48147354238612
0.054,0.054,11.000,15.2144,1792.13,1.1472,1.48048127064786
0.054,0.054,11.090,15.2144,1791.35,1.1467,1.49259429922589
0.054,0.054,10.990,15.1552,1791.49,1.1512,1.49653679390896
0.054,0.054,11.100,15.0960,1790.21,1.1549,1.5293681442879
0.054,0.054,11.170,15.0960,1788.71,1.1540,1.53901280826089
